date,meantemp,humidity,wind_speed,meanpressure,,,,,,
11/12/2016,20.04,69.58,4.72,1013.29,,,,,,
12/12/2016,19.91,63.86,3.28,1014.18,,,,,,
13/12/2016,19.05,62.35,3.43,1015.1,,,,,,
14/12/2016,18.56,58.61,8.03,1017.33,,,,,,
15/12/2016,18.17,56.62,9.88,1016.67,,,,,,
16/12/2016,15.83,63.28,3.92,1018.78,,,,,,
17/12/2016,17.5,63.39,6.73,1016.95,,,,,,
18/12/2016,16.08,64.54,6.42,1018.08,,,,,,
19/12/2016,17.86,56.1,10.41,1017.43,,,,,,
20/12/2016,19.8,48.53,15.93,1015.2,,,,,,
21/12/2016,18.05,54.3,19.4,1015.62,,,,,,
22/12/2016,17.29,57.86,6.18,1016.14,,,,,,
23/12/2016,15.55,74.7,1.2,1014.25,,,,,,
24/12/2016,17.32,78.64,5.24,1011.32,,,,,,
25/12/2016,14,94.3,9.08,1014.35,,,,,,
26/12/2016,17.14,74.86,8.78,1016.95,,,,,,
27/12/2016,16.85,67.55,8.34,1017.2,,,,,,
28/12/2016,17.22,68.04,3.55,1015.57,,,,,,
29/12/2016,15.24,87.86,6,1016.9,,,,,,
30/12/2016,14.1,89.67,6.27,1017.9,,,,,,
31/12/2016,15.05,87,7.32,1016.1,,,,,,
01/01/2017,10,100,0,1016,,,,,,
01/01/2017,15.91,85.87,2.74,59,,,,,,
02/01/2017,18.5,77.22,2.89,1018.28,,,,,,
03/01/2017,17.11,81.89,4.02,1018.33,,,,,,
04/01/2017,18.7,70.05,4.54,1015.7,,,,,,
05/01/2017,18.39,74.94,3.3,1014.33,,,,,,
06/01/2017,19.32,79.32,8.68,1011.77,,,,,,
07/01/2017,14.71,95.83,10.04,1011.38,,,,,,
08/01/2017,15.68,83.53,1.95,1015.55,,,,,,
09/01/2017,14.57,80.81,6.54,1015.95,,,,,,
10/01/2017,12.11,71.94,9.36,1016.89,,,,,,
11/01/2017,11,72.11,9.77,1016.78,,,,,,
12/01/2017,11.79,74.58,6.63,1016.37,,,,,,
13/01/2017,13.24,67.06,6.44,1017.53,,,,,,
14/01/2017,13.2,74.28,5.28,1018.84,,,,,,
15/01/2017,16.43,72.57,3.63,1018.13,,,,,,
16/01/2017,14.65,78.45,10.38,1017.15,,,,,,
17/01/2017,11.72,84.44,8.04,1018.39,,,,,,
18/01/2017,13.04,78.33,6.03,1021.96,,,,,,
19/01/2017,14.62,75.14,10.34,1022.81,,,,,,
20/01/2017,15.26,66.47,11.23,1021.79,,,,,,
21/01/2017,15.39,70.87,13.7,1020.48,,,,,,
22/01/2017,18.44,76.24,5.87,1021.04,,,,,,
23/01/2017,18.12,76,6.75,1019.82,,,,,,
24/01/2017,18.35,68.13,3.39,1018.87,,,,,,
25/01/2017,21,69.96,8.76,1018.4,,,,,,
26/01/2017,16.18,91.64,8.47,1017.79,,,,,,
27/01/2017,16.5,77.04,14.36,1018.12,,,,,,
28/01/2017,14.86,82.77,9.69,1019.64,,,,,,
29/01/2017,15.67,81.78,10.29,1017.39,,,,,,
30/01/2017,16.44,77.56,4.32,1015.83,,,,,,
31/01/2017,16.12,76,4.62,1015.5,,,,,,
01/02/2017,15.25,78.62,5.1,1017.5,,,,,,
02/02/2017,17.09,66.55,3.03,1018.91,,,,,,
03/02/2017,15.64,78.18,1.85,1017.73,,,,,,
04/02/2017,18.7,77.6,9.82,1014.4,,,,,,
05/02/2017,18.63,77.63,8.1,1014.21,,,,,,
06/02/2017,16.89,69.67,9.04,1016,,,,,,
07/02/2017,15.12,63.75,7.64,1016.12,,,,,,
08/02/2017,15.7,68.4,4.08,1015.6,,,,,,
09/02/2017,15.38,68.38,7.88,1016.38,,,,,,
10/02/2017,14.67,71.78,9.07,1015.67,,,,,,
11/02/2017,15.62,64,3.95,1016.62,,,,,,
12/02/2017,16.25,70.38,1.62,1019.62,,,,,,
13/02/2017,16.33,67,6.38,1021.56,,,,,,
14/02/2017,16.88,65.5,6.96,1021.38,,,,,,
15/02/2017,17.57,67.71,5.56,1020.57,,,,,,
16/02/2017,20.25,56.75,10.44,1017.62,,,,,,
17/02/2017,21.3,64.4,9.28,1016.5,,,,,,
18/02/2017,21.12,70.75,6.25,1016.25,,,,,,
19/02/2017,22.36,66.09,6.05,1013,,,,,,
20/02/2017,23.38,60.12,6.94,1005.38,,,,,,
21/02/2017,21.83,69.42,12.34,1007.42,,,,,,
22/02/2017,19.12,57.12,7.41,1012.25,,,,,,
23/02/2017,18.62,42.88,14.35,1015.25,,,,,,
24/02/2017,19.12,40.38,16.66,1016.12,,,,,,
25/02/2017,19,50.43,11.93,1014.29,,,,,,
26/02/2017,18.75,59,11.11,1012.38,,,,,,
27/02/2017,19.88,58.38,5.1,1014.25,,,,,,
28/02/2017,23.33,51.67,3.91,1013.11,,,,,,
01/03/2017,24.46,47.92,6.42,1012.92,,,,,,
02/03/2017,23.75,54.25,5.93,1012.15,,,,,,
03/03/2017,20.5,42.5,7.41,1010.62,,,,,,
04/03/2017,19.12,43.12,8.35,1010,,,,,,
05/03/2017,19.75,41.25,9.96,1010.5,,,,,,
06/03/2017,20,42.44,9.67,1010.33,,,,,,
07/03/2017,22.62,41.5,6.02,1007.38,,,,,,
08/03/2017,21.55,52.73,10.26,1008.91,,,,,,
09/03/2017,20.79,69.07,8.34,1007.36,,,,,,
10/03/2017,19.94,67.75,11.46,1006.88,,,,,,
11/03/2017,18.53,60.4,5.57,1009.8,,,,,,
12/03/2017,17.38,56.62,7.64,1014.75,,,,,,
13/03/2017,17.44,49.33,9.06,1014.89,,,,,,
14/03/2017,18,56.33,4.52,1016.56,,,,,,
15/03/2017,19.88,54.75,7.18,1014.12,,,,,,
16/03/2017,24,49.2,5.56,1011.1,,,,,,
17/03/2017,20.9,59.7,11.49,1010.7,,,,,,
18/03/2017,24.69,46.31,7.12,1009.85,,,,,,
19/03/2017,24.67,52.28,9.16,1011.89,,,,,,
20/03/2017,23.33,54.67,10.08,1012.56,,,,,,
21/03/2017,25,49,9.26,1011.75,,,,,,
22/03/2017,27.25,45,10.19,1009.75,,,,,,
23/03/2017,28,49.75,3.49,1008.88,,,,,,
24/03/2017,28.92,37.67,10.03,1010.58,,,,,,
25/03/2017,26.5,39.38,10.42,1009.88,,,,,,
26/03/2017,29.1,37.1,17.59,1010.2,,,,,,
27/03/2017,29.5,38.62,13.65,1009.5,,,,,,
28/03/2017,29.89,40.67,8.84,1009,,,,,,
29/03/2017,31,34.5,13.2,1007.12,,,,,,
30/03/2017,29.29,36.86,10.59,1007.14,,,,,,
31/03/2017,30.62,37.62,6.95,1007.5,,,,,,
01/04/2017,31.38,35.12,9.04,1005,,,,,,
02/04/2017,29.75,33.75,9.26,1004.25,,,,,,
03/04/2017,30.5,29.75,6.94,1004.25,,,,,,
04/04/2017,30.93,31.87,14.32,1007.2,,,,,,
05/04/2017,29.23,46,14.38,1005,,,,,,
06/04/2017,31.22,26,13.58,1002.89,,,,,,
07/04/2017,27,29.88,4.65,1007.38,,,,,,
08/04/2017,25.62,29.38,8.34,1010.38,,,,,,
09/04/2017,27.12,21.12,14.12,1010.62,,,,,,
10/04/2017,27.86,19.43,19.31,1008.57,,,,,,
11/04/2017,29.25,17.75,15.51,1006.25,,,,,,
12/04/2017,29.25,26,9.49,1005.88,,,,,,
13/04/2017,29.67,29.11,4.94,1006.78,,,,,,
14/04/2017,30.5,37.62,1.39,1004.62,,,,,,
15/04/2017,31.22,30.44,5.97,1002.44,,,,,,
16/04/2017,31,34.25,2.1,1003.25,,,,,,
17/04/2017,32.56,38.44,5.37,1004.44,,,,,,
18/04/2017,34,27.33,7.81,1003.11,,,,,,
19/04/2017,33.5,24.12,9.02,1000.88,,,,,,
20/04/2017,34.5,27.5,5.56,998.62,,,,,,
21/04/2017,34.25,39.38,6.96,999.88,,,,,,
22/04/2017,32.9,40.9,8.89,1001.6,,,,,,
23/04/2017,32.88,27.5,9.96,1002.12,,,,,,
24/04/2017,32,27.14,12.16,1004.14,,,,,,
